pt,int,hz,ppm
928,4792850,8829.19,116.943
929,4792870,8830.66,116.962
930,4792890,8832.12,116.982
931,4792910,8833.59,117.001
932,4792930,8835.06,117.021
933,4792950,8836.53,117.04
934,4792970,8838,117.06
935,4792990,8839.46,117.079
936,4793010,8840.93,117.098
937,4793030,8842.4,117.118
938,4793060,8843.87,117.137
939,4793080,8845.34,117.157
940,4793100,8846.81,117.176
941,4793120,8848.27,117.196
942,4793140,8849.74,117.215
943,4793160,8851.21,117.235
944,4793180,8852.68,117.254
945,4793200,8854.15,117.273
946,4793220,8855.61,117.293
947,4793240,8857.08,117.312
948,4793260,8858.55,117.332
949,4793260,8860.02,117.351
950,4793250,8861.49,117.371
951,4793240,8862.95,117.39
952,4793230,8864.42,117.41
953,4793220,8865.89,117.429
954,4793210,8867.36,117.448
955,4793200,8868.83,117.468
956,4793190,8870.3,117.487
957,4793180,8871.76,117.507
958,4793170,8873.23,117.526
959,4793160,8874.7,117.546
960,4793150,8876.17,117.565
961,4793140,8877.64,117.585
962,4793130,8879.1,117.604
963,4793120,8880.57,117.623
964,4793110,8882.04,117.643
965,4793100,8883.51,117.662
966,4793090,8884.98,117.682
967,4793080,8886.44,117.701
968,4793070,8887.91,117.721
969,4793060,8889.38,117.74
970,4793050,8890.85,117.76
971,4793040,8892.32,117.779
972,4793040,8893.79,117.798
973,4793030,8895.25,117.818
974,4793020,8896.72,117.837
975,4793020,8898.19,117.857
976,4793010,8899.66,117.876
977,4793000,8901.13,117.896
978,4793000,8902.59,117.915
979,4792990,8904.06,117.935
980,4792980,8905.53,117.954
981,4792980,8907,117.973
982,4792970,8908.47,117.993
983,4792970,8909.93,118.012
984,4792960,8911.4,118.032
985,4792950,8912.87,118.051
986,4792950,8914.34,118.071
987,4792940,8915.81,118.09
988,4792930,8917.28,118.11
989,4792930,8918.74,118.129
990,4792920,8920.21,118.149
991,4792910,8921.68,118.168
992,4792910,8923.15,118.187
993,4792900,8924.62,118.207
994,4792890,8926.08,118.226
995,4792900,8927.55,118.246
996,4792910,8929.02,118.265
997,4792920,8930.49,118.285
998,4792930,8931.96,118.304
999,4792950,8933.43,118.324
1000,4792960,8934.89,118.343
1001,4792970,8936.36,118.362
1002,4792980,8937.83,118.382
1003,4793000,8939.3,118.401
1004,4793010,8940.77,118.421
1005,4793020,8942.23,118.44
1006,4793030,8943.7,118.46
1007,4793050,8945.17,118.479
1008,4793060,8946.64,118.499
1009,4793070,8948.11,118.518
1010,4793080,8949.57,118.537
1011,4793100,8951.04,118.557
1012,4793110,8952.51,118.576
1013,4793120,8953.98,118.596
1014,4793130,8955.45,118.615
1015,4793150,8956.92,118.635
1016,4793160,8958.38,118.654
1017,4793170,8959.85,118.674
1018,4793270,8961.32,118.693
1019,4793510,8962.79,118.712
1020,4793750,8964.26,118.732
1021,4793990,8965.72,118.751
1022,4794230,8967.19,118.771
1023,4794470,8968.66,118.79
1024,4794710,8970.13,118.81
1025,4794960,8971.6,118.829
1026,4795200,8973.06,118.849
1027,4795440,8974.53,118.868
1028,4795680,8976,118.887
1029,4795920,8977.47,118.907
1030,4796160,8978.94,118.926
1031,4796400,8980.41,118.946
1032,4796640,8981.87,118.965
1033,4796880,8983.34,118.985
1034,4797130,8984.81,119.004
1035,4797370,8986.28,119.024
1036,4797610,8987.75,119.043
1037,4797850,8989.21,119.062
1038,4798090,8990.68,119.082
1039,4798330,8992.15,119.101
1040,4798570,8993.62,119.121
1041,4799330,8995.09,119.14
1042,4801480,8996.55,119.16
1043,4803630,8998.02,119.179
1044,4805790,8999.49,119.199
1045,4807940,9000.96,119.218
1046,4810090,9002.43,119.237
1047,4812250,9003.9,119.257
1048,4814400,9005.36,119.276
1049,4816550,9006.83,119.296
1050,4818700,9008.3,119.315
1051,4820860,9009.77,119.335
1052,4823010,9011.24,119.354
1053,4825160,9012.7,119.374
1054,4827310,9014.17,119.393
1055,4829470,9015.64,119.412
1056,4831620,9017.11,119.432
1057,4833770,9018.58,119.451
1058,4835930,9020.05,119.471
1059,4838080,9021.51,119.49
1060,4840230,9022.98,119.51
1061,4842380,9024.45,119.529
1062,4844540,9025.92,119.549
1063,4846690,9027.39,119.568
1064,4848750,9028.85,119.587
1065,4850160,9030.32,119.607
1066,4851570,9031.79,119.626
1067,4852990,9033.26,119.646
1068,4854400,9034.73,119.665
1069,4855810,9036.19,119.685
1070,4857220,9037.66,119.704
1071,4858630,9039.13,119.724
1072,4860050,9040.6,119.743
1073,4861460,9042.07,119.762
1074,4862870,9043.54,119.782
1075,4864280,9045,119.801
1076,4865700,9046.47,119.821
1077,4867110,9047.94,119.84
1078,4868520,9049.41,119.86
1079,4869930,9050.88,119.879
1080,4871340,9052.34,119.899
1081,4872760,9053.81,119.918
1082,4874170,9055.28,119.937
1083,4875580,9056.75,119.957
1084,4876990,9058.22,119.976
1085,4878400,9059.68,119.996
1086,4881160,9061.15,120.015
1087,4883990,9062.62,120.035
1088,4886830,9064.09,120.054
1089,4889670,9065.56,120.074
1090,4892510,9067.03,120.093
1091,4895340,9068.49,120.112
1092,4898180,9069.96,120.132
1093,4901020,9071.43,120.151
1094,4903860,9072.9,120.171
1095,4906700,9074.37,120.19
1096,4909530,9075.83,120.21
1097,4912370,9077.3,120.229
1098,4915210,9078.77,120.249
1099,4918050,9080.24,120.268
1100,4920880,9081.71,120.288
1101,4923720,9083.17,120.307
1102,4926560,9084.64,120.326
1103,4929400,9086.11,120.346
1104,4932240,9087.58,120.365
1105,4935070,9089.05,120.385
1106,4937910,9090.52,120.404
1107,4940750,9091.98,120.424
1108,4943590,9093.45,120.443
1109,4946420,9094.92,120.463
1110,4949260,9096.39,120.482
1111,4953340,9097.86,120.501
1112,4957560,9099.32,120.521
1113,4961770,9100.79,120.54
1114,4965990,9102.26,120.56
1115,4970210,9103.73,120.579
1116,4974430,9105.2,120.599
1117,4978650,9106.66,120.618
1118,4982870,9108.13,120.638
1119,4987090,9109.6,120.657
1120,4991310,9111.07,120.676
1121,4995530,9112.54,120.696
1122,4999750,9114.01,120.715
1123,5003970,9115.47,120.735
1124,5008190,9116.94,120.754
1125,5012400,9118.41,120.774
1126,5016620,9119.88,120.793
1127,5020840,9121.35,120.813
1128,5025060,9122.81,120.832
1129,5029280,9124.28,120.851
1130,5033500,9125.75,120.871
1131,5037720,9127.22,120.89
1132,5041940,9128.69,120.91
1133,5046160,9130.16,120.929
1134,5051430,9131.62,120.949
1135,5056950,9133.09,120.968
1136,5062470,9134.56,120.988
1137,5068000,9136.03,121.007
1138,5073520,9137.5,121.026
1139,5079040,9138.96,121.046
1140,5084570,9140.43,121.065
1141,5090090,9141.9,121.085
1142,5095610,9143.37,121.104
1143,5101140,9144.84,121.124
1144,5106660,9146.3,121.143
1145,5112970,9147.77,121.163
1146,5121860,9149.24,121.182
1147,5130740,9150.71,121.201
1148,5139630,9152.18,121.221
1149,5148510,9153.65,121.24
1150,5157400,9155.11,121.26
1151,5166280,9156.58,121.279
1152,5175170,9158.05,121.299
1153,5184050,9159.52,121.318
1154,5192940,9160.99,121.338
1155,5201820,9162.45,121.357
1156,5210710,9163.92,121.376
1157,5219590,9165.39,121.396
1158,5228480,9166.86,121.415
1159,5237360,9168.33,121.435
1160,5246250,9169.79,121.454
1161,5255140,9171.26,121.474
1162,5264020,9172.73,121.493
1163,5272910,9174.2,121.513
1164,5281790,9175.67,121.532
1165,5290680,9177.14,121.551
1166,5299560,9178.6,121.571
1167,5308450,9180.07,121.59
1168,5316750,9181.54,121.61
1169,5319350,9183.01,121.629
1170,5321940,9184.48,121.649
1171,5324540,9185.94,121.668
1172,5327130,9187.41,121.688
1173,5329730,9188.88,121.707
1174,5332320,9190.35,121.726
1175,5334920,9191.82,121.746
1176,5337510,9193.28,121.765
1177,5340110,9194.75,121.785
1178,5342700,9196.22,121.804
1179,5345300,9197.69,121.824
1180,5347900,9199.16,121.843
1181,5350490,9200.63,121.863
1182,5353090,9202.09,121.882
1183,5355680,9203.56,121.901
1184,5358280,9205.03,121.921
1185,5360870,9206.5,121.94
1186,5363470,9207.97,121.96
1187,5366060,9209.43,121.979
1188,5368660,9210.9,121.999
1189,5371260,9212.37,122.018
1190,5373850,9213.84,122.038
1191,5376460,9215.31,122.057
1192,5383650,9216.78,122.076
1193,5390840,9218.24,122.096
1194,5398030,9219.71,122.115
1195,5405230,9221.18,122.135
1196,5412420,9222.65,122.154
1197,5419610,9224.12,122.174
1198,5426800,9225.58,122.193
1199,5434000,9227.05,122.213
1200,5441190,9228.52,122.232
1201,5448380,9229.99,122.252
1202,5455570,9231.46,122.271
1203,5462760,9232.92,122.29
1204,5469960,9234.39,122.31
1205,5477150,9235.86,122.329
1206,5484340,9237.33,122.349
1207,5491530,9238.8,122.368
1208,5498730,9240.27,122.388
1209,5505920,9241.73,122.407
1210,5513110,9243.2,122.427
1211,5520300,9244.67,122.446
1212,5527490,9246.14,122.465
1213,5534690,9247.61,122.485
1214,5541880,9249.07,122.504
1215,5544860,9250.54,122.524
1216,5547150,9252.01,122.543
1217,5549450,9253.48,122.563
1218,5551750,9254.95,122.582
1219,5554050,9256.41,122.602
1220,5556340,9257.88,122.621
1221,5558640,9259.35,122.64
1222,5560940,9260.82,122.66
1223,5563230,9262.29,122.679
1224,5565530,9263.76,122.699
1225,5567830,9265.22,122.718
1226,5570130,9266.69,122.738
1227,5572420,9268.16,122.757
1228,5574720,9269.63,122.777
1229,5577020,9271.1,122.796
1230,5579310,9272.56,122.815
1231,5581610,9274.03,122.835
1232,5583910,9275.5,122.854
1233,5586200,9276.97,122.874
1234,5588500,9278.44,122.893
1235,5590800,9279.9,122.913
1236,5593100,9281.37,122.932
1237,5595390,9282.84,122.952
1238,5599010,9284.31,122.971
1239,5603020,9285.78,122.99
1240,5607030,9287.25,123.01
1241,5611040,9288.71,123.029
1242,5615060,9290.18,123.049
1243,5619070,9291.65,123.068
1244,5623080,9293.12,123.088
1245,5627090,9294.59,123.107
1246,5631100,9296.05,123.127
1247,5635110,9297.52,123.146
1248,5639120,9298.99,123.165
1249,5643130,9300.46,123.185
1250,5647150,9301.93,123.204
1251,5651160,9303.4,123.224
1252,5655170,9304.86,123.243
1253,5659180,9306.33,123.263
1254,5663190,9307.8,123.282
1255,5667200,9309.27,123.302
1256,5671210,9310.74,123.321
1257,5675220,9312.2,123.34
1258,5679240,9313.67,123.36
1259,5683250,9315.14,123.379
1260,5687260,9316.61,123.399
1261,5689970,9318.08,123.418
1262,5692080,9319.54,123.438
1263,5694180,9321.01,123.457
1264,5696280,9322.48,123.477
1265,5698390,9323.95,123.496
1266,5700490,9325.42,123.515
1267,5702600,9326.89,123.535
1268,5704700,9328.35,123.554
1269,5706800,9329.82,123.574
1270,5708910,9331.29,123.593
1271,5711010,9332.76,123.613
1272,5713120,9334.23,123.632
1273,5715220,9335.69,123.652
1274,5717320,9337.16,123.671
1275,5719430,9338.63,123.69
1276,5721530,9340.1,123.71
1277,5723640,9341.57,123.729
1278,5725740,9343.03,123.749
1279,5727840,9344.5,123.768
1280,5729950,9345.97,123.788
1281,5732050,9347.44,123.807
1282,5734160,9348.91,123.827
1283,5736260,9350.38,123.846
1284,5736420,9351.84,123.865
1285,5734920,9353.31,123.885
1286,5733410,9354.78,123.904
1287,5731910,9356.25,123.924
1288,5730400,9357.72,123.943
1289,5728900,9359.18,123.963
1290,5727390,9360.65,123.982
1291,5725890,9362.12,124.002
1292,5724390,9363.59,124.021
1293,5722880,9365.06,124.04
1294,5721380,9366.52,124.06
1295,5719870,9367.99,124.079
1296,5718370,9369.46,124.099
1297,5716870,9370.93,124.118
1298,5715360,9372.4,124.138
1299,5713860,9373.87,124.157
1300,5712350,9375.33,124.177
1301,5710850,9376.8,124.196
1302,5709350,9378.27,124.215
1303,5707840,9379.74,124.235
1304,5706340,9381.21,124.254
1305,5704830,9382.67,124.274
1306,5703330,9384.14,124.293
1307,5700080,9385.61,124.313
1308,5694700,9387.08,124.332
1309,5689310,9388.55,124.352
1310,5683930,9390.02,124.371
1311,5678540,9391.48,124.391
1312,5673150,9392.95,124.41
1313,5667770,9394.42,124.429
1314,5662380,9395.89,124.449
1315,5657000,9397.36,124.468
1316,5651610,9398.82,124.488
1317,5646230,9400.29,124.507
1318,5640840,9401.76,124.527
1319,5635450,9403.23,124.546
1320,5630070,9404.7,124.566
1321,5624680,9406.16,124.585
1322,5619300,9407.63,124.604
1323,5613910,9409.1,124.624
1324,5608520,9410.57,124.643
1325,5603140,9412.04,124.663
1326,5597750,9413.51,124.682
1327,5592370,9414.97,124.702
1328,5586980,9416.44,124.721
1329,5581600,9417.91,124.741
1330,5576100,9419.38,124.76
1331,5570430,9420.85,124.779
1332,5564750,9422.31,124.799
1333,5559070,9423.78,124.818
1334,5553390,9425.25,124.838
1335,5547710,9426.72,124.857
1336,5542040,9428.19,124.877
1337,5536360,9429.65,124.896
1338,5530680,9431.12,124.916
1339,5525000,9432.59,124.935
1340,5519320,9434.06,124.954
1341,5513650,9435.53,124.974
1342,5507970,9437,124.993
1343,5502290,9438.46,125.013
1344,5496610,9439.93,125.032
1345,5490930,9441.4,125.052
1346,5485260,9442.87,125.071
1347,5479580,9444.34,125.091
1348,5473900,9445.8,125.11
1349,5468220,9447.27,125.129
1350,5462540,9448.74,125.149
1351,5456870,9450.21,125.168
1352,5451190,9451.68,125.188
1353,5445510,9453.14,125.207
1354,5439830,9454.61,125.227
1355,5434150,9456.08,125.246
1356,5428480,9457.55,125.266
1357,5422800,9459.02,125.285
1358,5417120,9460.49,125.304
1359,5410830,9461.95,125.324
1360,5403940,9463.42,125.343
1361,5397050,9464.89,125.363
1362,5390160,9466.36,125.382
1363,5383270,9467.83,125.402
1364,5376380,9469.29,125.421
1365,5369490,9470.76,125.441
1366,5362600,9472.23,125.46
1367,5355710,9473.7,125.479
1368,5348820,9475.17,125.499
1369,5341940,9476.64,125.518
1370,5335050,9478.1,125.538
1371,5328160,9479.57,125.557
1372,5321270,9481.04,125.577
1373,5314380,9482.51,125.596
1374,5307490,9483.98,125.616
1375,5300600,9485.44,125.635
1376,5294830,9486.91,125.654
1377,5294190,9488.38,125.674
1378,5293560,9489.85,125.693
1379,5292930,9491.32,125.713
1380,5292290,9492.78,125.732
1381,5291660,9494.25,125.752
1382,5291030,9495.72,125.771
1383,5290390,9497.19,125.791
1384,5289760,9498.66,125.81
1385,5289130,9500.13,125.829
1386,5288490,9501.59,125.849
1387,5287860,9503.06,125.868
1388,5287230,9504.53,125.888
1389,5286590,9506,125.907
1390,5285960,9507.47,125.927
1391,5285320,9508.93,125.946
1392,5284690,9510.4,125.966
1393,5284060,9511.87,125.985
1394,5283420,9513.34,126.004
1395,5282790,9514.81,126.024
1396,5282160,9516.27,126.043
1397,5281520,9517.74,126.063
1398,5280890,9519.21,126.082
1399,5280320,9520.68,126.102
1400,5281340,9522.15,126.121
1401,5282370,9523.62,126.141
1402,5283390,9525.08,126.16
1403,5284420,9526.55,126.179
1404,5285440,9528.02,126.199
1405,5286470,9529.49,126.218
1406,5287490,9530.96,126.238
1407,5288520,9532.42,126.257
1408,5289540,9533.89,126.277
1409,5290570,9535.36,126.296
1410,5291590,9536.83,126.316
1411,5292620,9538.3,126.335
1412,5293640,9539.76,126.355
1413,5294670,9541.23,126.374
1414,5295690,9542.7,126.393
1415,5296720,9544.17,126.413
1416,5297740,9545.64,126.432
1417,5298770,9547.11,126.452
1418,5299790,9548.57,126.471
1419,5300820,9550.04,126.491
1420,5301840,9551.51,126.51
1421,5302870,9552.98,126.53
1422,5303900,9554.45,126.549
1423,5306280,9555.91,126.568
1424,5308730,9557.38,126.588
1425,5311190,9558.85,126.607
1426,5313650,9560.32,126.627
1427,5316110,9561.79,126.646
1428,5318560,9563.26,126.666
1429,5321020,9564.72,126.685
1430,5323480,9566.19,126.705
1431,5325940,9567.66,126.724
1432,5328400,9569.13,126.743
1433,5330850,9570.6,126.763
1434,5333310,9572.06,126.782
1435,5335770,9573.53,126.802
1436,5338230,9575,126.821
1437,5340680,9576.47,126.841
1438,5343140,9577.94,126.86
1439,5345600,9579.4,126.88
1440,5348060,9580.87,126.899
1441,5350520,9582.34,126.918
1442,5352970,9583.81,126.938
1443,5355430,9585.28,126.957
1444,5357890,9586.75,126.977
1445,5360350,9588.21,126.996
1446,5362950,9589.68,127.016
1447,5365570,9591.15,127.035
1448,5368190,9592.62,127.055
1449,5370810,9594.09,127.074
1450,5373430,9595.55,127.093
1451,5376060,9597.02,127.113
1452,5378680,9598.49,127.132
1453,5381300,9599.96,127.152
1454,5383920,9601.43,127.171
1455,5386540,9602.89,127.191
1456,5389170,9604.36,127.21
1457,5391790,9605.83,127.23
1458,5394410,9607.3,127.249
1459,5397030,9608.77,127.268
1460,5399650,9610.24,127.288
1461,5402280,9611.7,127.307
1462,5404900,9613.17,127.327
1463,5407520,9614.64,127.346
1464,5410140,9616.11,127.366
1465,5412770,9617.58,127.385
1466,5415390,9619.04,127.405
1467,5418010,9620.51,127.424
1468,5420630,9621.98,127.443
1469,5421680,9623.45,127.463
1470,5422110,9624.92,127.482
1471,5422530,9626.38,127.502
1472,5422960,9627.85,127.521
1473,5423390,9629.32,127.541
1474,5423810,9630.79,127.56
1475,5424240,9632.26,127.58
1476,5424660,9633.73,127.599
1477,5425090,9635.19,127.618
1478,5425510,9636.66,127.638
1479,5425940,9638.13,127.657
1480,5426360,9639.6,127.677
1481,5426790,9641.07,127.696
1482,5427210,9642.53,127.716
1483,5427640,9644,127.735
1484,5428060,9645.47,127.755
1485,5428490,9646.94,127.774
1486,5428910,9648.41,127.793
1487,5429340,9649.88,127.813
1488,5429760,9651.34,127.832
1489,5430190,9652.81,127.852
1490,5430610,9654.28,127.871
1491,5431040,9655.75,127.891
1492,5431570,9657.22,127.91
1493,5432170,9658.68,127.93
1494,5432770,9660.15,127.949
1495,5433370,9661.62,127.968
1496,5433970,9663.09,127.988
1497,5434570,9664.56,128.007
1498,5435170,9666.02,128.027
1499,5435770,9667.49,128.046
1500,5436370,9668.96,128.066
1501,5436960,9670.43,128.085
1502,5437560,9671.9,128.105
1503,5438160,9673.37,128.124
1504,5438760,9674.83,128.143
1505,5439360,9676.3,128.163
1506,5439960,9677.77,128.182
1507,5440560,9679.24,128.202
1508,5441160,9680.71,128.221
1509,5441760,9682.17,128.241
1510,5442360,9683.64,128.26
1511,5442950,9685.11,128.28
1512,5443550,9686.58,128.299
1513,5444150,9688.05,128.318
1514,5444750,9689.51,128.338
1515,5446140,9690.98,128.357
1516,5448210,9692.45,128.377
1517,5450280,9693.92,128.396
1518,5452350,9695.39,128.416
1519,5454420,9696.86,128.435
1520,5456490,9698.32,128.455
1521,5458560,9699.79,128.474
1522,5460630,9701.26,128.494
1523,5462700,9702.73,128.513
1524,5464770,9704.2,128.532
1525,5466840,9705.66,128.552
1526,5468910,9707.13,128.571
1527,5470990,9708.6,128.591
1528,5473060,9710.07,128.61
1529,5475130,9711.54,128.63
1530,5477200,9713,128.649
1531,5479270,9714.47,128.669
1532,5481340,9715.94,128.688
1533,5483410,9717.41,128.707
1534,5485480,9718.88,128.727
1535,5487550,9720.35,128.746
1536,5489620,9721.81,128.766
1537,5491690,9723.28,128.785
1538,5493470,9724.75,128.805
1539,5494800,9726.22,128.824
1540,5496120,9727.69,128.844
1541,5497450,9729.15,128.863
1542,5498770,9730.62,128.882
1543,5500100,9732.09,128.902
1544,5501420,9733.56,128.921
1545,5502750,9735.03,128.941
1546,5504080,9736.5,128.96
1547,5505400,9737.96,128.98
1548,5506730,9739.43,128.999
1549,5508050,9740.9,129.019
